"Код заказа","Клиент","Сотрудник","Дата размещения","Дата назначения","Дата исполнения","Доставка","Стоимость доставки","Получатель","Адрес получателя","Город получателя","Область получателя","Индекс получателя","Страна получателя"
10816,"Great Lakes Food Market","Воронова, Дарья",06-01-1998,03-02-1998,04-02-1998,"Почта","719,78р.","Great Lakes Food Market","2732 Baker Blvd.","Юджин","OR","97403","США"
10817,"Koniglich Essen","Бабкина, Ольга",06-01-1998,20-01-1998,13-01-1998,"Почта","306,07р.","Koniglich Essen","Maubelstr. 90","Бранденбург",,"14776","Германия"
10818,"Magazzini Alimentari Riuniti","Кралев, Петр",07-01-1998,04-02-1998,12-01-1998,"Иное","65,48р.","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Бергамо",,"24100","Италия"
10819,"Cactus Comidas para llevar","Новиков, Павел",07-01-1998,04-02-1998,16-01-1998,"Иное","19,76р.","Cactus Comidas para llevar","Cerrito 333","Буэнос-Айрес",,"1010","Аргентина"
10820,"Rattlesnake Canyon Grocery","Бабкина, Ольга",07-01-1998,04-02-1998,13-01-1998,"Почта","37,52р.","Rattlesnake Canyon Grocery","2817 Milton Dr.","Альбукерке","NM","87110","США"
10821,"Split Rail Beer & Ale","Белова, Мария",08-01-1998,05-02-1998,15-01-1998,"Ространс","36,68р.","Split Rail Beer & Ale","P.O. Box 555","Лендер","WY","82520","США"
10822,"Trail's Head Gourmet Provisioners","Акбаев, Иван",08-01-1998,05-02-1998,16-01-1998,"Иное","7,00р.","Trail's Head Gourmet Provisioners","722 DaVinci Blvd.","Керкленд","WA","98034","США"
10823,"LILA-Supermercado","Кротов, Андрей",09-01-1998,06-02-1998,13-01-1998,"Почта","163,97р.","LILA-Supermercado","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Баркисимето","Lara","3508","Венесуэлла"
10824,"Folk och fa HB","Крылова, Анна",09-01-1998,06-02-1998,30-01-1998,"Ространс","1,23р.","Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10825,"Drachenblut Delikatessen","Белова, Мария",09-01-1998,06-02-1998,14-01-1998,"Ространс","79,25р.","Drachenblut Delikatessen","Walserweg 21","Ахен",,"52066","Германия"
10826,"Blondel pere et fils","Акбаев, Иван",12-01-1998,09-02-1998,06-02-1998,"Ространс","7,09р.","Blondel pere et fils","24, place Kleber","Страсбург",,"67000","Франция"
10827,"Bon app'","Белова, Мария",12-01-1998,26-01-1998,06-02-1998,"Почта","63,54р.","Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10828,"Rancho grande","Ясенева, Инна",13-01-1998,27-01-1998,04-02-1998,"Ространс","90,85р.","Rancho grande","Av. del Libertador 900","Буэнос-Айрес",,"1010","Аргентина"
10829,"Island Trading","Ясенева, Инна",13-01-1998,10-02-1998,23-01-1998,"Ространс","154,72р.","Island Trading","Garden House
Crowther Way","Cowes","Isle of White","PO31 7PJ","Великобритания"
10830,"Tradiero Hipermercados","Воронова, Дарья",13-01-1998,24-02-1998,21-01-1998,"Почта","81,83р.","Tradicao Hipermercados","Av. Ines de Castro, 414","Сан-Пауло","SP","05634-030","Бразилия"
10831,"Santu Gourmet","Бабкина, Ольга",14-01-1998,11-02-1998,23-01-1998,"Почта","72,19р.","Sante Gourmet","Erling Skakkes gate 78","Ставерен",,"4110","Норвегия"
10832,"La maison d'Asie","Новиков, Павел",14-01-1998,11-02-1998,19-01-1998,"Почта","43,26р.","La maison d'Asie","1 rue Alsace-Lorraine","Тулуза",,"31000","Франция"
10833,"Ottilies Kaseladen","Акбаев, Иван",15-01-1998,12-02-1998,23-01-1998,"Почта","71,49р.","Ottilies Kaseladen","Mehrheimerstr. 369","Кельн",,"50739","Германия"
10834,"Tradiero Hipermercados","Белова, Мария",15-01-1998,12-02-1998,19-01-1998,"Иное","29,78р.","Tradicao Hipermercados","Av. Ines de Castro, 414","Сан-Пауло","SP","05634-030","Бразилия"
10835,"Blondel pere et fils","Белова, Мария",15-01-1998,12-02-1998,21-01-1998,"Иное","69,53р.","Blondel pere et fils","24, place Kleber","Страсбург",,"67000","Франция"
10836,"Ernst Handel","Кралев, Петр",16-01-1998,13-02-1998,21-01-1998,"Ространс","411,88р.","Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10837,"Berglunds snabbkop","Ясенева, Инна",16-01-1998,13-02-1998,23-01-1998,"Иное","13,32р.","Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10838,"LINO-Delicateses","Бабкина, Ольга",19-01-1998,16-02-1998,23-01-1998,"Иное","59,28р.","LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
10839,"Tradiero Hipermercados","Бабкина, Ольга",19-01-1998,16-02-1998,22-01-1998,"Иное","35,43р.","Tradicao Hipermercados","Av. Ines de Castro, 414","Сан-Пауло","SP","05634-030","Бразилия"
10840,"LINO-Delicateses","Воронова, Дарья",19-01-1998,02-03-1998,16-02-1998,"Почта","2,71р.","LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
10841,"Supremes delices","Кротов, Андрей",20-01-1998,17-02-1998,29-01-1998,"Почта","424,30р.","Supremes delices","Boulevard Tirou, 255","Шарлеруа",,"B-6000","Бельгия"
10842,"Tortuga Restaurante","Белова, Мария",20-01-1998,17-02-1998,29-01-1998,"Иное","54,42р.","Tortuga Restaurante","Avda. Azteca 123","Мехико",,"05033","Мексика"
10843,"Victuailles en stock","Воронова, Дарья",21-01-1998,18-02-1998,26-01-1998,"Почта","9,26р.","Victuailles en stock","2, rue du Commerce","Лион",,"69004","Франция"
10844,"Piccolo und mehr","Крылова, Анна",21-01-1998,18-02-1998,26-01-1998,"Почта","25,22р.","Piccolo und mehr","Geislweg 14","Зальцбург",,"5020","Австрия"
10845,"QUICK-Stop","Крылова, Анна",21-01-1998,04-02-1998,30-01-1998,"Ространс","212,98р.","QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10846,"Supremes delices","Новиков, Павел",22-01-1998,05-03-1998,23-01-1998,"Иное","56,46р.","Supremes delices","Boulevard Tirou, 255","Шарлеруа",,"B-6000","Бельгия"
10847,"Save-a-lot Markets","Воронова, Дарья",22-01-1998,05-02-1998,10-02-1998,"Иное","487,57р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10848,"Consolidated Holdings","Кралев, Петр",23-01-1998,20-02-1998,29-01-1998,"Почта","38,24р.","Consolidated Holdings","Berkeley Gardens
12  Brewery ","Лондон",,"WX1 6LT","Великобритания"
10849,"Koniglich Essen","Ясенева, Инна",23-01-1998,20-02-1998,30-01-1998,"Почта","0,56р.","Koniglich Essen","Maubelstr. 90","Бранденбург",,"14776","Германия"
10850,"Victuailles en stock","Белова, Мария",23-01-1998,06-03-1998,30-01-1998,"Ространс","49,19р.","Victuailles en stock","2, rue du Commerce","Лион",,"69004","Франция"
10851,"Ricardo Adocicados","Кротов, Андрей",26-01-1998,23-02-1998,02-02-1998,"Ространс","160,55р.","Ricardo Adocicados","Av. Copacabana, 267","Рио-де-Жанейро","RJ","02389-890","Бразилия"
10852,"Rattlesnake Canyon Grocery","Крылова, Анна",26-01-1998,09-02-1998,30-01-1998,"Ространс","174,05р.","Rattlesnake Canyon Grocery","2817 Milton Dr.","Альбукерке","NM","87110","США"
10853,"Blauer See Delikatessen","Ясенева, Инна",27-01-1998,24-02-1998,03-02-1998,"Почта","53,83р.","Blauer See Delikatessen","Forsterstr. 57","Мангейм",,"68306","Германия"
10854,"Ernst Handel","Бабкина, Ольга",27-01-1998,24-02-1998,05-02-1998,"Почта","100,22р.","Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10855,"Old World Delicatessen","Бабкина, Ольга",27-01-1998,24-02-1998,04-02-1998,"Ространс","170,97р.","Old World Delicatessen","2743 Bering St.","Анкоридж","AK","99508","США"
10856,"Antonio Moreno Taqueria","Бабкина, Ольга",28-01-1998,25-02-1998,10-02-1998,"Почта","58,43р.","Antonio Moreno Taqueria","Mataderos  2312","Мехико",,"05023","Мексика"
10857,"Berglunds snabbkop","Крылова, Анна",28-01-1998,25-02-1998,06-02-1998,"Почта","188,85р.","Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10858,"La corne d'abondance","Новиков, Павел",29-01-1998,26-02-1998,03-02-1998,"Ространс","52,51р.","La corne d'abondance","67, avenue de l'Europe","Версаль",,"78000","Франция"
10859,"Frankenversand","Белова, Мария",29-01-1998,26-02-1998,02-02-1998,"Почта","76,10р.","Frankenversand","Berliner Platz 43","Мюнхен",,"80805","Германия"
10860,"France restauration","Бабкина, Ольга",29-01-1998,26-02-1998,04-02-1998,"Иное","19,26р.","France restauration","54, rue Royale","Нант",,"44000","Франция"
10861,"White Clover Markets","Воронова, Дарья",30-01-1998,27-02-1998,17-02-1998,"Почта","14,93р.","White Clover Markets","1029 - 12th Ave. S.","Сиэтл","WA","98124","США"
10862,"Lehmanns Marktstand","Крылова, Анна",30-01-1998,13-03-1998,02-02-1998,"Почта","53,23р.","Lehmanns Marktstand","Magazinweg 7","Франкфурт",,"60528","Германия"
10863,"HILARION-Abastos","Воронова, Дарья",02-02-1998,02-03-1998,17-02-1998,"Почта","30,26р.","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","Сан-Кристобаль","Tochira","5022","Венесуэлла"
10864,"Around the Horn","Воронова, Дарья",02-02-1998,02-03-1998,09-02-1998,"Почта","3,04р.","Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
10865,"QUICK-Stop","Новиков, Павел",02-02-1998,16-02-1998,12-02-1998,"Ространс","348,14р.","QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10866,"Berglunds snabbkop","Кротов, Андрей",03-02-1998,03-03-1998,12-02-1998,"Ространс","109,11р.","Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10867,"Lonesome Pine Restaurant","Акбаев, Иван",03-02-1998,17-03-1998,11-02-1998,"Ространс","1,93р.","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Портленд","OR","97219","США"
10868,"Queen Cozinha","Кралев, Петр",04-02-1998,04-03-1998,23-02-1998,"Почта","191,27р.","Queen Cozinha","Alameda dos Canarios, 891","Сан-Пауло","SP","05487-020","Бразилия"
10869,"Seven Seas Imports","Кротов, Андрей",04-02-1998,04-03-1998,09-02-1998,"Ространс","143,28р.","Seven Seas Imports","90 Wadhurst Rd.","Лондон",,"OX15 4NB","Великобритания"
10870,"Wolski  Zajazd","Кротов, Андрей",04-02-1998,04-03-1998,13-02-1998,"Иное","12,04р.","Wolski Zajazd","ul. Filtrowa 68","Варшава",,"01-012","Польша"
10871,"Bon app'","Ясенева, Инна",05-02-1998,05-03-1998,10-02-1998,"Почта","112,27р.","Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10872,"Godos Cocina Tipica","Кротов, Андрей",05-02-1998,05-03-1998,09-02-1998,"Почта","175,32р.","Godos Cocina Tipica","C/ Romero, 33","Севилья",,"41101","Испания"
10873,"Wilman Kala","Воронова, Дарья",06-02-1998,06-03-1998,09-02-1998,"Ространс","0,82р.","Wilman Kala","Keskuskatu 45","Хельсинки",,"21240","Финляндия"
10874,"Godos Cocina Tipica","Кротов, Андрей",06-02-1998,06-03-1998,11-02-1998,"Почта","19,58р.","Godos Cocina Tipica","C/ Romero, 33","Севилья",,"41101","Испания"
10875,"Berglunds snabbkop","Воронова, Дарья",06-02-1998,06-03-1998,03-03-1998,"Почта","32,37р.","Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10876,"Bon app'","Кралев, Петр",09-02-1998,09-03-1998,12-02-1998,"Иное","60,42р.","Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10877,"Ricardo Adocicados","Белова, Мария",09-02-1998,09-03-1998,19-02-1998,"Ространс","38,06р.","Ricardo Adocicados","Av. Copacabana, 267","Рио-де-Жанейро","RJ","02389-890","Бразилия"
10878,"QUICK-Stop","Воронова, Дарья",10-02-1998,10-03-1998,12-02-1998,"Ространс","46,69р.","QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10879,"Wilman Kala","Бабкина, Ольга",10-02-1998,10-03-1998,12-02-1998,"Иное","8,50р.","Wilman Kala","Keskuskatu 45","Хельсинки",,"21240","Финляндия"
10880,"Folk och fa HB","Кралев, Петр",10-02-1998,24-03-1998,18-02-1998,"Ространс","88,01р.","Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10881,"Cactus Comidas para llevar","Воронова, Дарья",11-02-1998,11-03-1998,18-02-1998,"Ространс","2,84р.","Cactus Comidas para llevar","Cerrito 333","Буэнос-Айрес",,"1010","Аргентина"
10882,"Save-a-lot Markets","Воронова, Дарья",11-02-1998,11-03-1998,20-02-1998,"Иное","23,10р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10883,"Lonesome Pine Restaurant","Крылова, Анна",12-02-1998,12-03-1998,20-02-1998,"Иное","0,53р.","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Портленд","OR","97219","США"
10884,"Let's Stop N Shop","Воронова, Дарья",12-02-1998,12-03-1998,13-02-1998,"Почта","90,97р.","Let's Stop N Shop","87 Polk St.
Suite 5","Сан-Франциско","CA","94117","США"
10885,"Supremes delices","Акбаев, Иван",12-02-1998,12-03-1998,18-02-1998,"Иное","5,64р.","Supremes delices","Boulevard Tirou, 255","Шарлеруа",,"B-6000","Бельгия"
10886,"Hanari Carnes","Белова, Мария",13-02-1998,13-03-1998,02-03-1998,"Ространс","4,99р.","Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
10887,"Galeria del gastrуnomo","Крылова, Анна",13-02-1998,13-03-1998,16-02-1998,"Иное","1,25р.","Galeria del gastronomo","Rambla de Cataluna, 23","Барселона",,"8022","Испания"
10888,"Godos Cocina Tipica","Белова, Мария",16-02-1998,16-03-1998,23-02-1998,"Почта","51,87р.","Godos Cocina Tipica","C/ Romero, 33","Севилья",,"41101","Испания"
10889,"Rattlesnake Canyon Grocery","Ясенева, Инна",16-02-1998,16-03-1998,23-02-1998,"Иное","280,61р.","Rattlesnake Canyon Grocery","2817 Milton Dr.","Альбукерке","NM","87110","США"
10890,"Du monde entier","Кралев, Петр",16-02-1998,16-03-1998,18-02-1998,"Ространс","32,76р.","Du monde entier","67, rue des Cinquante Otages","Нант",,"44000","Франция"
10891,"Lehmanns Marktstand","Кралев, Петр",17-02-1998,17-03-1998,19-02-1998,"Почта","20,37р.","Lehmanns Marktstand","Magazinweg 7","Франкфурт",,"60528","Германия"
10892,"Maison Dewey","Воронова, Дарья",17-02-1998,17-03-1998,19-02-1998,"Почта","120,27р.","Maison Dewey","Rue Joseph-Bens 532","Брюссель",,"B-1180","Бельгия"
10893,"Koniglich Essen","Ясенева, Инна",18-02-1998,18-03-1998,20-02-1998,"Почта","77,78р.","Koniglich Essen","Maubelstr. 90","Бранденбург",,"14776","Германия"
10894,"Save-a-lot Markets","Белова, Мария",18-02-1998,18-03-1998,20-02-1998,"Ространс","116,13р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10895,"Ernst Handel","Бабкина, Ольга",18-02-1998,18-03-1998,23-02-1998,"Ространс","162,75р.","Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10896,"Maison Dewey","Кралев, Петр",19-02-1998,19-03-1998,27-02-1998,"Иное","32,45р.","Maison Dewey","Rue Joseph-Bens 532","Брюссель",,"B-1180","Бельгия"
10897,"Hungry Owl All-Night Grocers","Бабкина, Ольга",19-02-1998,19-03-1998,25-02-1998,"Почта","603,54р.","Hungry Owl All-Night Grocers","8 Johnstown Road","Корк","Co. Cork",,"Ирландия"
10898,"Oceano Atlantico Ltda.","Воронова, Дарья",20-02-1998,20-03-1998,06-03-1998,"Почта","1,27р.","Oceano Atlantico Ltda.","Ing. Gustavo Moncada 8585
Piso 20-A","Буэнос-Айрес",,"1010","Аргентина"
10899,"LILA-Supermercado","Кротов, Андрей",20-02-1998,20-03-1998,26-02-1998,"Иное","1,21р.","LILA-Supermercado","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Баркисимето","Lara","3508","Венесуэлла"
10900,"Wellington Importadora","Белова, Мария",20-02-1998,20-03-1998,04-03-1998,"Почта","1,66р.","Wellington Importadora","Rua do Mercado, 12","Ресенде","SP","08737-363","Бразилия"
10901,"HILARION-Abastos","Воронова, Дарья",23-02-1998,23-03-1998,26-02-1998,"Ространс","62,09р.","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","Сан-Кристобаль","Tochira","5022","Венесуэлла"
10902,"Folk och fa HB","Белова, Мария",23-02-1998,23-03-1998,03-03-1998,"Ространс","44,15р.","Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10903,"Hanari Carnes","Бабкина, Ольга",24-02-1998,24-03-1998,04-03-1998,"Иное","36,71р.","Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
10904,"White Clover Markets","Бабкина, Ольга",24-02-1998,24-03-1998,27-02-1998,"Иное","162,95р.","White Clover Markets","1029 - 12th Ave. S.","Сиэтл","WA","98124","США"
10905,"Wellington Importadora","Ясенева, Инна",24-02-1998,24-03-1998,06-03-1998,"Почта","13,72р.","Wellington Importadora","Rua do Mercado, 12","Ресенде","SP","08737-363","Бразилия"
10906,"Wolski  Zajazd","Воронова, Дарья",25-02-1998,11-03-1998,03-03-1998,"Иное","26,29р.","Wolski Zajazd","ul. Filtrowa 68","Варшава",,"01-012","Польша"
10907,"Specialites du monde","Акбаев, Иван",25-02-1998,25-03-1998,27-02-1998,"Иное","9,19р.","Specialites du monde","25, rue Lauriston","Париж",,"75016","Франция"
10908,"Reggiani Caseifici","Воронова, Дарья",26-02-1998,26-03-1998,06-03-1998,"Почта","32,96р.","Reggiani Caseifici","Strada Provinciale 124","Реджио-Эмилио",,"42100","Италия"
10909,"Santu Gourmet","Белова, Мария",26-02-1998,26-03-1998,10-03-1998,"Почта","53,05р.","Sante Gourmet","Erling Skakkes gate 78","Ставерен",,"4110","Норвегия"
10910,"Wilman Kala","Белова, Мария",26-02-1998,26-03-1998,04-03-1998,"Иное","38,11р.","Wilman Kala","Keskuskatu 45","Хельсинки",,"21240","Финляндия"
10911,"Godos Cocina Tipica","Бабкина, Ольга",26-02-1998,26-03-1998,05-03-1998,"Ространс","38,19р.","Godos Cocina Tipica","C/ Romero, 33","Севилья",,"41101","Испания"
10912,"Hungry Owl All-Night Grocers","Новиков, Павел",26-02-1998,26-03-1998,18-03-1998,"Почта","580,91р.","Hungry Owl All-Night Grocers","8 Johnstown Road","Корк","Co. Cork",,"Ирландия"
10913,"Queen Cozinha","Воронова, Дарья",26-02-1998,26-03-1998,04-03-1998,"Ространс","33,05р.","Queen Cozinha","Alameda dos Canarios, 891","Сан-Пауло","SP","05487-020","Бразилия"
10914,"Queen Cozinha","Акбаев, Иван",27-02-1998,27-03-1998,02-03-1998,"Ространс","21,19р.","Queen Cozinha","Alameda dos Canarios, 891","Сан-Пауло","SP","05487-020","Бразилия"
10915,"Tortuga Restaurante","Новиков, Павел",27-02-1998,27-03-1998,02-03-1998,"Почта","3,51р.","Tortuga Restaurante","Avda. Azteca 123","Мехико",,"05033","Мексика"
10916,"Rancho grande","Белова, Мария",27-02-1998,27-03-1998,09-03-1998,"Почта","63,77р.","Rancho grande","Av. del Libertador 900","Буэнос-Айрес",,"1010","Аргентина"
10917,"Romero y tomillo","Воронова, Дарья",02-03-1998,30-03-1998,11-03-1998,"Почта","8,29р.","Romero y tomillo","Gran Via, 1","Мадрид",,"28001","Испания"
10918,"Bottom-Dollar Markets","Бабкина, Ольга",02-03-1998,30-03-1998,11-03-1998,"Иное","48,83р.","Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
10919,"LINO-Delicateses","Новиков, Павел",02-03-1998,30-03-1998,04-03-1998,"Почта","19,80р.","LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
10920,"Around the Horn","Воронова, Дарья",03-03-1998,31-03-1998,09-03-1998,"Почта","29,61р.","Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
10921,"Vaffeljernet","Белова, Мария",03-03-1998,14-04-1998,09-03-1998,"Ространс","176,48р.","Vaffeljernet","Smagsloget 45","Орхус",,"8200","Дания"
10922,"Hanari Carnes","Кротов, Андрей",03-03-1998,31-03-1998,05-03-1998,"Иное","62,74р.","Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
10923,"La maison d'Asie","Кралев, Петр",03-03-1998,14-04-1998,13-03-1998,"Иное","68,26р.","La maison d'Asie","1 rue Alsace-Lorraine","Тулуза",,"31000","Франция"
10924,"Berglunds snabbkop","Бабкина, Ольга",04-03-1998,01-04-1998,08-04-1998,"Почта","151,52р.","Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10925,"Hanari Carnes","Бабкина, Ольга",04-03-1998,01-04-1998,13-03-1998,"Ространс","2,27р.","Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
10926,"Ana Trujillo Emparelados","Воронова, Дарья",04-03-1998,01-04-1998,11-03-1998,"Иное","39,92р.","Ana Trujillo Emparedados y helados","Avda. de la Constitucion 2222","Мехико",,"05021","Мексика"
10927,"La corne d'abondance","Воронова, Дарья",05-03-1998,02-04-1998,08-04-1998,"Ространс","19,79р.","La corne d'abondance","67, avenue de l'Europe","Версаль",,"78000","Франция"
10928,"Galeria del gastrуnomo","Белова, Мария",05-03-1998,02-04-1998,18-03-1998,"Ространс","1,36р.","Galeria del gastronomo","Rambla de Cataluna, 23","Барселона",,"8022","Испания"
10929,"Frankenversand","Акбаев, Иван",05-03-1998,02-04-1998,12-03-1998,"Ространс","33,93р.","Frankenversand","Berliner Platz 43","Мюнхен",,"80805","Германия"
10930,"Supremes delices","Воронова, Дарья",06-03-1998,17-04-1998,18-03-1998,"Иное","15,55р.","Supremes delices","Boulevard Tirou, 255","Шарлеруа",,"B-6000","Бельгия"
10931,"Richter Supermarkt","Воронова, Дарья",06-03-1998,20-03-1998,19-03-1998,"Почта","13,60р.","Richter Supermarkt","Starenweg 5","Женева",,"1204","Швейцария"
10932,"Bon app'","Крылова, Анна",06-03-1998,03-04-1998,24-03-1998,"Ространс","134,64р.","Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10933,"Island Trading","Акбаев, Иван",06-03-1998,03-04-1998,16-03-1998,"Иное","54,15р.","Island Trading","Garden House
Crowther Way","Cowes","Isle of White","PO31 7PJ","Великобритания"
10934,"Lehmanns Marktstand","Бабкина, Ольга",09-03-1998,06-04-1998,12-03-1998,"Иное","32,01р.","Lehmanns Marktstand","Magazinweg 7","Франкфурт",,"60528","Германия"
10935,"Wellington Importadora","Воронова, Дарья",09-03-1998,06-04-1998,18-03-1998,"Иное","47,59р.","Wellington Importadora","Rua do Mercado, 12","Ресенде","SP","08737-363","Бразилия"
10936,"Great Lakes Food Market","Бабкина, Ольга",09-03-1998,06-04-1998,18-03-1998,"Почта","33,68р.","Great Lakes Food Market","2732 Baker Blvd.","Юджин","OR","97403","США"
10937,"Cactus Comidas para llevar","Кралев, Петр",10-03-1998,24-03-1998,13-03-1998,"Иное","31,51р.","Cactus Comidas para llevar","Cerrito 333","Буэнос-Айрес",,"1010","Аргентина"
10938,"QUICK-Stop","Бабкина, Ольга",10-03-1998,07-04-1998,16-03-1998,"Почта","31,89р.","QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10939,"Magazzini Alimentari Riuniti","Новиков, Павел",10-03-1998,07-04-1998,13-03-1998,"Почта","76,33р.","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Бергамо",,"24100","Италия"
10940,"Bon app'","Крылова, Анна",11-03-1998,08-04-1998,23-03-1998,"Иное","19,77р.","Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10941,"Save-a-lot Markets","Кралев, Петр",11-03-1998,08-04-1998,20-03-1998,"Почта","400,81р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10942,"Reggiani Caseifici","Ясенева, Инна",11-03-1998,08-04-1998,18-03-1998,"Иное","17,95р.","Reggiani Caseifici","Strada Provinciale 124","Реджио-Эмилио",,"42100","Италия"
10943,"B's Beverages","Воронова, Дарья",11-03-1998,08-04-1998,19-03-1998,"Почта","2,17р.","B's Beverages","Fauntleroy Circus","Лондон",,"EC2 5NT","Великобритания"
10944,"Bottom-Dollar Markets","Акбаев, Иван",12-03-1998,26-03-1998,13-03-1998,"Иное","52,92р.","Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
10945,"Morgenstern Gesundkost","Воронова, Дарья",12-03-1998,09-04-1998,18-03-1998,"Ространс","10,22р.","Morgenstern Gesundkost","Heerstr. 22","Лейпциг",,"04179","Германия"
10946,"Vaffeljernet","Белова, Мария",12-03-1998,09-04-1998,19-03-1998,"Почта","27,20р.","Vaffeljernet","Smagsloget 45","Орхус",,"8200","Дания"
10947,"B's Beverages","Бабкина, Ольга",13-03-1998,10-04-1998,16-03-1998,"Почта","3,26р.","B's Beverages","Fauntleroy Circus","Лондон",,"EC2 5NT","Великобритания"
10948,"Godos Cocina Tipica","Бабкина, Ольга",13-03-1998,10-04-1998,19-03-1998,"Иное","23,39р.","Godos Cocina Tipica","C/ Romero, 33","Севилья",,"41101","Испания"
10949,"Bottom-Dollar Markets","Новиков, Павел",13-03-1998,10-04-1998,17-03-1998,"Иное","74,44р.","Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
10950,"Magazzini Alimentari Riuniti","Белова, Мария",16-03-1998,13-04-1998,23-03-1998,"Почта","2,50р.","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Бергамо",,"24100","Италия"
10951,"Richter Supermarkt","Ясенева, Инна",16-03-1998,27-04-1998,07-04-1998,"Почта","30,85р.","Richter Supermarkt","Starenweg 5","Женева",,"1204","Швейцария"
10952,"Alfreds Futterkiste","Белова, Мария",16-03-1998,27-04-1998,24-03-1998,"Ространс","40,42р.","Alfreds Futterkiste","Obere Str. 57","Берлин",,"12209","Германия"
10953,"Around the Horn","Ясенева, Инна",16-03-1998,30-03-1998,25-03-1998,"Почта","23,72р.","Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
10954,"LINO-Delicateses","Кротов, Андрей",17-03-1998,28-04-1998,20-03-1998,"Ространс","27,91р.","LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
10955,"Folk och fa HB","Крылова, Анна",17-03-1998,14-04-1998,20-03-1998,"Почта","3,26р.","Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10956,"Blauer See Delikatessen","Акбаев, Иван",17-03-1998,28-04-1998,20-03-1998,"Почта","44,65р.","Blauer See Delikatessen","Forsterstr. 57","Мангейм",,"68306","Германия"
10957,"HILARION-Abastos","Крылова, Анна",18-03-1998,15-04-1998,27-03-1998,"Иное","105,36р.","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","Сан-Кристобаль","Tochira","5022","Венесуэлла"
